"date","number_of_strikes","center_point_geom"
"2018-02-20","63","POINT(-98.2 34.4)"
"2018-02-20","81","POINT(-94.7 34.2)"
"2018-02-20","49","POINT(-94.6 34.2)"
"2018-02-20","37","POINT(-94.4 34.2)"
"2018-02-20","41","POINT(-94.3 34.2)"
"2018-02-20","32","POINT(-94.2 34.2)"
"2018-02-20","28","POINT(-93.9 34.2)"
"2018-02-20","50","POINT(-93.8 34.2)"
"2018-02-20","26","POINT(-93.7 34.2)"
"2018-02-20","47","POINT(-97 34.3)"
"2018-02-20","50","POINT(-92.1 41.6)"
"2018-02-20","44","POINT(-92 41.7)"
"2018-02-20","23","POINT(-87.4 41.5)"
"2018-02-20","42","POINT(-87.3 41.5)"
"2018-02-20","29","POINT(-87.1 41.5)"
"2018-02-20","43","POINT(-92 41.6)"
"2018-02-20","33","POINT(-87.6 41.4)"
"2018-02-20","49","POINT(-87.5 41.4)"
"2018-02-20","36","POINT(-87.4 41.4)"
"2018-02-20","29","POINT(-92 41.5)"
"2018-02-20","25","POINT(-92.5 41.5)"
"2018-02-20","23","POINT(-92.4 41.5)"
"2018-02-20","49","POINT(-92.2 41.5)"
"2018-02-20","25","POINT(-92.6 41.4)"
"2018-02-20","39","POINT(-92.3 41.4)"
"2018-02-20","33","POINT(-87.9 41.4)"
"2018-02-20","51","POINT(-87.8 41.4)"
"2018-02-20","32","POINT(-98.4 34.2)"
"2018-02-20","97","POINT(-97.8 34.2)"
"2018-02-20","77","POINT(-97.7 34.2)"
"2018-02-20","28","POINT(-97.5 34.2)"
"2018-02-20","104","POINT(-97.1 34.2)"
"2018-02-20","201","POINT(-96.9 34.2)"
"2018-02-20","226","POINT(-96.8 34.2)"
"2018-02-20","57","POINT(-96.7 34.2)"
"2018-02-20","58","POINT(-96.3 34.2)"
"2018-02-20","29","POINT(-96.1 34.2)"
"2018-02-20","26","POINT(-95.7 34.2)"
"2018-02-20","57","POINT(-88.2 41.3)"
"2018-02-20","25","POINT(-88.1 41.3)"
"2018-02-20","23","POINT(-87.9 41.3)"
"2018-02-20","26","POINT(-87.8 41.3)"
"2018-02-20","68","POINT(-87.7 41.3)"
"2018-02-20","34","POINT(-94.9 33.9)"
"2018-02-20","26","POINT(-94.8 33.9)"
"2018-02-20","40","POINT(-94.4 33.9)"
"2018-02-20","23","POINT(-94.2 33.9)"
"2018-02-20","45","POINT(-94.1 33.9)"
"2018-02-20","47","POINT(-98 34.1)"
"2018-02-20","236","POINT(-97 34.1)"
"2018-02-20","37","POINT(-98.7 34.1)"
"2018-02-20","26","POINT(-98.1 34.1)"
"2018-02-20","104","POINT(-97.9 34.1)"
"2018-02-20","92","POINT(-97.8 34.1)"
"2018-02-20","35","POINT(-97.7 34.1)"
"2018-02-20","35","POINT(-97.6 34.1)"
"2018-02-20","78","POINT(-97.2 34.1)"
"2018-02-20","151","POINT(-97.1 34.1)"
"2018-02-20","207","POINT(-96.9 34.1)"
"2018-02-20","46","POINT(-96.8 34.1)"
"2018-02-20","37","POINT(-96.7 34.1)"
"2018-02-20","65","POINT(-96.5 34.1)"
"2018-02-20","49","POINT(-96.4 34.1)"
"2018-02-20","35","POINT(-95.5 34.1)"
"2018-02-20","47","POINT(-94.8 34.1)"
"2018-02-20","23","POINT(-94.7 34.1)"
"2018-02-20","40","POINT(-94.5 34.1)"
"2018-02-20","23","POINT(-94.4 34.1)"
"2018-02-20","37","POINT(-93.9 34.1)"
"2018-02-20","110","POINT(-97 34.2)"
"2018-02-20","76","POINT(-97.1 33.8)"
"2018-02-20","74","POINT(-96.9 33.8)"
"2018-02-20","106","POINT(-96.8 33.8)"
"2018-02-20","69","POINT(-96.7 33.8)"
"2018-02-20","35","POINT(-96.6 33.8)"
"2018-02-20","60","POINT(-95.8 33.8)"
"2018-02-20","31","POINT(-95.2 33.8)"
"2018-02-20","43","POINT(-94.4 33.8)"
"2018-02-20","66","POINT(-94.3 33.8)"
"2018-02-20","36","POINT(-94.2 33.8)"
"2018-02-20","23","POINT(-98 33.9)"
"2018-02-20","69","POINT(-97 33.9)"
"2018-02-20","31","POINT(-95 33.9)"
"2018-02-20","46","POINT(-98.9 33.9)"
"2018-02-20","40","POINT(-98.8 33.9)"
"2018-02-20","68","POINT(-98.3 33.9)"
"2018-02-20","178","POINT(-98.2 33.9)"
"2018-02-20","114","POINT(-98.1 33.9)"
"2018-02-20","48","POINT(-97.8 33.9)"
"2018-02-20","52","POINT(-97.7 33.9)"
"2018-02-20","37","POINT(-97.6 33.9)"
"2018-02-20","47","POINT(-97.5 33.9)"
"2018-02-20","161","POINT(-97.4 33.9)"
"2018-02-20","231","POINT(-97.3 33.9)"
"2018-02-20","168","POINT(-97.2 33.9)"
"2018-02-20","232","POINT(-97.1 33.9)"
"2018-02-20","69","POINT(-96.9 33.9)"
"2018-02-20","53","POINT(-96.8 33.9)"
"2018-02-20","64","POINT(-96.7 33.9)"
"2018-02-20","43","POINT(-96.6 33.9)"
"2018-02-20","44","POINT(-96.5 33.9)"
"2018-02-20","25","POINT(-96.3 33.9)"
"2018-02-20","37","POINT(-95.7 33.9)"
"2018-02-20","23","POINT(-98.3 33.7)"
"2018-02-20","40","POINT(-98.2 33.7)"
"2018-02-20","46","POINT(-98.1 33.7)"
"2018-02-20","38","POINT(-97.9 33.7)"
"2018-02-20","59","POINT(-97.8 33.7)"
"2018-02-20","113","POINT(-97.7 33.7)"
"2018-02-20","435","POINT(-97.6 33.7)"
"2018-02-20","449","POINT(-97.5 33.7)"
"2018-02-20","202","POINT(-97.4 33.7)"
"2018-02-20","111","POINT(-97.3 33.7)"
"2018-02-20","43","POINT(-97.2 33.7)"
"2018-02-20","72","POINT(-97.1 33.7)"
"2018-02-20","63","POINT(-96.9 33.7)"
"2018-02-20","60","POINT(-96.8 33.7)"
"2018-02-20","42","POINT(-96.7 33.7)"
"2018-02-20","77","POINT(-95.9 33.7)"
"2018-02-20","31","POINT(-95.6 33.7)"
"2018-02-20","28","POINT(-94.9 33.7)"
"2018-02-20","37","POINT(-94.6 33.7)"
"2018-02-20","61","POINT(-94.5 33.7)"
"2018-02-20","85","POINT(-94.4 33.7)"
"2018-02-20","84","POINT(-94.3 33.7)"
"2018-02-20","32","POINT(-99 33.8)"
"2018-02-20","55","POINT(-98 33.8)"
"2018-02-20","63","POINT(-97 33.8)"
"2018-02-20","25","POINT(-99.1 33.8)"
"2018-02-20","50","POINT(-98.9 33.8)"
"2018-02-20","84","POINT(-98.4 33.8)"
"2018-02-20","120","POINT(-98.3 33.8)"
"2018-02-20","85","POINT(-98.2 33.8)"
"2018-02-20","34","POINT(-98.1 33.8)"
"2018-02-20","59","POINT(-97.9 33.8)"
"2018-02-20","31","POINT(-97.8 33.8)"
"2018-02-20","42","POINT(-97.6 33.8)"
"2018-02-20","184","POINT(-97.5 33.8)"
"2018-02-20","295","POINT(-97.4 33.8)"
"2018-02-20","219","POINT(-97.3 33.8)"
"2018-02-20","144","POINT(-97.2 33.8)"
"2018-02-20","49","POINT(-95 33.6)"
"2018-02-20","76","POINT(-99.3 33.6)"
"2018-02-20","48","POINT(-99.2 33.6)"
"2018-02-20","32","POINT(-99.1 33.6)"
"2018-02-20","67","POINT(-98.7 33.6)"
"2018-02-20","51","POINT(-98.5 33.6)"
"2018-02-20","56","POINT(-98.4 33.6)"
"2018-02-20","87","POINT(-98.3 33.6)"
"2018-02-20","43","POINT(-98.2 33.6)"
"2018-02-20","56","POINT(-98.1 33.6)"
"2018-02-20","105","POINT(-97.9 33.6)"
"2018-02-20","170","POINT(-97.8 33.6)"
"2018-02-20","468","POINT(-97.7 33.6)"
"2018-02-20","470","POINT(-97.6 33.6)"
"2018-02-20","254","POINT(-97.5 33.6)"
"2018-02-20","75","POINT(-97.4 33.6)"
"2018-02-20","48","POINT(-97.3 33.6)"
"2018-02-20","88","POINT(-97.2 33.6)"
"2018-02-20","125","POINT(-97.1 33.6)"
"2018-02-20","54","POINT(-96.9 33.6)"
"2018-02-20","109","POINT(-96.8 33.6)"
"2018-02-20","28","POINT(-95.9 33.6)"
"2018-02-20","48","POINT(-95.6 33.6)"
"2018-02-20","53","POINT(-95.5 33.6)"
"2018-02-20","36","POINT(-95.4 33.6)"
"2018-02-20","38","POINT(-94.8 33.6)"
"2018-02-20","75","POINT(-94.5 33.6)"
"2018-02-20","46","POINT(-94.4 33.6)"
"2018-02-20","45","POINT(-94.3 33.6)"
"2018-02-20","47","POINT(-99 33.7)"
"2018-02-20","52","POINT(-98 33.7)"
"2018-02-20","63","POINT(-97 33.7)"
"2018-02-20","26","POINT(-96 33.7)"
"2018-02-20","38","POINT(-95 33.7)"
"2018-02-20","23","POINT(-99.2 33.7)"
"2018-02-20","38","POINT(-99.1 33.7)"
"2018-02-20","42","POINT(-98.5 33.7)"
"2018-02-20","48","POINT(-98.4 33.7)"
"2018-02-20","32","POINT(-92.5 41.3)"
"2018-02-20","32","POINT(-92.4 41.3)"
"2018-02-20","38","POINT(-92.2 41.3)"
"2018-02-20","25","POINT(-89.1 41.2)"
"2018-02-20","57","POINT(-88.5 41.2)"
"2018-02-20","67","POINT(-88.4 41.2)"
"2018-02-20","86","POINT(-88.3 41.2)"
"2018-02-20","33","POINT(-88.2 41.2)"
"2018-02-20","42","POINT(-88.1 41.2)"
"2018-02-20","70","POINT(-88 41.3)"
"2018-02-20","47","POINT(-87.4 41.1)"
"2018-02-20","32","POINT(-87.3 41.1)"
"2018-02-20","29","POINT(-92.3 41.2)"
"2018-02-20","25","POINT(-93.1 41.1)"
"2018-02-20","31","POINT(-92.5 41.1)"
"2018-02-20","32","POINT(-92.4 41.1)"
"2018-02-20","55","POINT(-88.8 41.1)"
"2018-02-20","73","POINT(-88.7 41.1)"
"2018-02-20","63","POINT(-88.6 41.1)"
"2018-02-20","104","POINT(-88.5 41.1)"
"2018-02-20","34","POINT(-87.5 41.1)"
"2018-02-20","29","POINT(-92.7 40.9)"
"2018-02-20","26","POINT(-92.1 40.9)"
"2018-02-20","55","POINT(-89.4 40.9)"
"2018-02-20","46","POINT(-89.3 40.9)"
"2018-02-20","44","POINT(-89.2 40.9)"
"2018-02-20","43","POINT(-89.1 40.9)"
"2018-02-20","45","POINT(-88.9 40.9)"
"2018-02-20","40","POINT(-88.1 40.9)"
"2018-02-20","23","POINT(-89 41.1)"
"2018-02-20","33","POINT(-99.5 33.5)"
"2018-02-20","101","POINT(-99.4 33.5)"
"2018-02-20","41","POINT(-99.3 33.5)"
"2018-02-20","36","POINT(-98.5 33.5)"
"2018-02-20","84","POINT(-98.4 33.5)"
"2018-02-20","23","POINT(-98.3 33.5)"
"2018-02-20","113","POINT(-98.1 33.5)"
"2018-02-20","196","POINT(-97.9 33.5)"
"2018-02-20","702","POINT(-97.8 33.5)"
"2018-02-20","568","POINT(-97.7 33.5)"
"2018-02-20","355","POINT(-97.6 33.5)"
"2018-02-20","92","POINT(-97.5 33.5)"
"2018-02-20","102","POINT(-97.4 33.5)"
"2018-02-20","126","POINT(-97.3 33.5)"
"2018-02-20","101","POINT(-97.2 33.5)"
"2018-02-20","106","POINT(-97.1 33.5)"
"2018-02-20","71","POINT(-96.9 33.5)"
"2018-02-20","26","POINT(-96.4 33.5)"
"2018-02-20","29","POINT(-96.2 33.5)"
"2018-02-20","62","POINT(-96.1 33.5)"
"2018-02-20","31","POINT(-95.9 33.5)"
"2018-02-20","35","POINT(-95.7 33.5)"
"2018-02-20","93","POINT(-95.6 33.5)"
"2018-02-20","74","POINT(-95.5 33.5)"
"2018-02-20","28","POINT(-95.4 33.5)"
"2018-02-20","33","POINT(-95.2 33.5)"
"2018-02-20","25","POINT(-95.1 33.5)"
"2018-02-20","28","POINT(-94.8 33.5)"
"2018-02-20","26","POINT(-94.5 33.5)"
"2018-02-20","41","POINT(-94.3 33.5)"
"2018-02-20","66","POINT(-98 33.6)"
"2018-02-20","108","POINT(-97 33.6)"
"2018-02-20","102","POINT(-96 33.6)"
"2018-02-20","69","POINT(-93.4 40.9)"
"2018-02-20","28","POINT(-93.3 40.9)"
"2018-02-20","231","POINT(-98 33.4)"
"2018-02-20","71","POINT(-97 33.4)"
"2018-02-20","48","POINT(-96 33.4)"
"2018-02-20","28","POINT(-99.6 33.4)"
"2018-02-20","76","POINT(-99.5 33.4)"
"2018-02-20","62","POINT(-99.4 33.4)"
"2018-02-20","52","POINT(-99.3 33.4)"
"2018-02-20","46","POINT(-98.5 33.4)"
"2018-02-20","85","POINT(-98.4 33.4)"
"2018-02-20","78","POINT(-98.2 33.4)"
"2018-02-20","249","POINT(-98.1 33.4)"
"2018-02-20","710","POINT(-97.9 33.4)"
"2018-02-20","767","POINT(-97.8 33.4)"
"2018-02-20","371","POINT(-97.7 33.4)"
"2018-02-20","236","POINT(-97.6 33.4)"
"2018-02-20","175","POINT(-97.5 33.4)"
"2018-02-20","243","POINT(-97.4 33.4)"
"2018-02-20","182","POINT(-97.3 33.4)"
"2018-02-20","148","POINT(-97.2 33.4)"
"2018-02-20","95","POINT(-97.1 33.4)"
"2018-02-20","26","POINT(-96.8 33.4)"
"2018-02-20","43","POINT(-96.5 33.4)"
"2018-02-20","142","POINT(-96.2 33.4)"
"2018-02-20","80","POINT(-96.1 33.4)"
"2018-02-20","25","POINT(-95.8 33.4)"
"2018-02-20","102","POINT(-95.7 33.4)"
"2018-02-20","158","POINT(-95.6 33.4)"
"2018-02-20","45","POINT(-95.5 33.4)"
"2018-02-20","44","POINT(-95.2 33.4)"
"2018-02-20","26","POINT(-94.8 33.4)"
"2018-02-20","150","POINT(-98 33.5)"
"2018-02-20","73","POINT(-97 33.5)"
"2018-02-20","55","POINT(-96 33.5)"
"2018-02-20","31","POINT(-94.7 33.2)"
"2018-02-20","23","POINT(-94.4 33.2)"
"2018-02-20","751","POINT(-98 33.3)"
"2018-02-20","42","POINT(-97 33.3)"
"2018-02-20","45","POINT(-96 33.3)"
"2018-02-20","34","POINT(-99.7 33.3)"
"2018-02-20","37","POINT(-99.6 33.3)"
"2018-02-20","57","POINT(-99.5 33.3)"
"2018-02-20","33","POINT(-99.4 33.3)"
"2018-02-20","65","POINT(-98.5 33.3)"
"2018-02-20","56","POINT(-98.4 33.3)"
"2018-02-20","101","POINT(-98.3 33.3)"
"2018-02-20","226","POINT(-98.2 33.3)"
"2018-02-20","365","POINT(-98.1 33.3)"
"2018-02-20","861","POINT(-97.9 33.3)"
"2018-02-20","542","POINT(-97.8 33.3)"
"2018-02-20","487","POINT(-97.7 33.3)"
"2018-02-20","279","POINT(-97.6 33.3)"
"2018-02-20","351","POINT(-97.5 33.3)"
"2018-02-20","285","POINT(-97.4 33.3)"
"2018-02-20","179","POINT(-97.3 33.3)"
"2018-02-20","128","POINT(-97.2 33.3)"
"2018-02-20","126","POINT(-97.1 33.3)"
"2018-02-20","29","POINT(-96.8 33.3)"
"2018-02-20","62","POINT(-96.6 33.3)"
"2018-02-20","54","POINT(-96.5 33.3)"
"2018-02-20","34","POINT(-96.4 33.3)"
"2018-02-20","39","POINT(-96.3 33.3)"
"2018-02-20","67","POINT(-96.2 33.3)"
"2018-02-20","29","POINT(-96.1 33.3)"
"2018-02-20","63","POINT(-95.9 33.3)"
"2018-02-20","123","POINT(-95.8 33.3)"
"2018-02-20","105","POINT(-95.7 33.3)"
"2018-02-20","74","POINT(-95.6 33.3)"
"2018-02-20","23","POINT(-95.3 33.3)"
"2018-02-20","34","POINT(-95.2 33.3)"
"2018-02-20","31","POINT(-95.1 33.3)"
"2018-02-20","28","POINT(-94.9 33.3)"
"2018-02-20","75","POINT(-96.4 33.1)"
"2018-02-20","124","POINT(-96.3 33.1)"
"2018-02-20","33","POINT(-96.2 33.1)"
"2018-02-20","50","POINT(-96.1 33.1)"
"2018-02-20","105","POINT(-95.9 33.1)"
"2018-02-20","96","POINT(-95.8 33.1)"
"2018-02-20","65","POINT(-95.7 33.1)"
"2018-02-20","56","POINT(-95.6 33.1)"
"2018-02-20","45","POINT(-95.5 33.1)"
"2018-02-20","912","POINT(-98 33.2)"
"2018-02-20","91","POINT(-96 33.2)"
"2018-02-20","41","POINT(-99.6 33.2)"
"2018-02-20","60","POINT(-99.5 33.2)"
"2018-02-20","33","POINT(-99.4 33.2)"
"2018-02-20","39","POINT(-98.5 33.2)"
"2018-02-20","124","POINT(-98.4 33.2)"
"2018-02-20","232","POINT(-98.3 33.2)"
"2018-02-20","246","POINT(-98.2 33.2)"
"2018-02-20","758","POINT(-98.1 33.2)"
"2018-02-20","796","POINT(-97.9 33.2)"
"2018-02-20","674","POINT(-97.8 33.2)"
"2018-02-20","466","POINT(-97.7 33.2)"
"2018-02-20","436","POINT(-97.6 33.2)"
"2018-02-20","381","POINT(-97.5 33.2)"
"2018-02-20","360","POINT(-97.4 33.2)"
"2018-02-20","144","POINT(-97.3 33.2)"
"2018-02-20","108","POINT(-97.2 33.2)"
"2018-02-20","91","POINT(-97.1 33.2)"
"2018-02-20","38","POINT(-96.7 33.2)"
"2018-02-20","125","POINT(-96.6 33.2)"
"2018-02-20","56","POINT(-96.5 33.2)"
"2018-02-20","53","POINT(-96.4 33.2)"
"2018-02-20","51","POINT(-96.3 33.2)"
"2018-02-20","43","POINT(-96.2 33.2)"
"2018-02-20","168","POINT(-95.9 33.2)"
"2018-02-20","95","POINT(-95.8 33.2)"
"2018-02-20","82","POINT(-95.7 33.2)"
"2018-02-20","32","POINT(-95.6 33.2)"
"2018-02-20","48","POINT(-95.5 33.2)"
"2018-02-20","26","POINT(-95.4 33.2)"
"2018-02-20","33","POINT(-95.3 33.2)"
"2018-02-20","46","POINT(-95.2 33.2)"
"2018-02-20","858","POINT(-98 33.1)"
"2018-02-20","41","POINT(-97 33.1)"
"2018-02-20","113","POINT(-96 33.1)"
"2018-02-20","41","POINT(-99.8 33.1)"
"2018-02-20","37","POINT(-98.6 33.1)"
"2018-02-20","160","POINT(-98.5 33.1)"
"2018-02-20","263","POINT(-98.4 33.1)"
"2018-02-20","274","POINT(-98.3 33.1)"
"2018-02-20","538","POINT(-98.2 33.1)"
"2018-02-20","724","POINT(-98.1 33.1)"
"2018-02-20","608","POINT(-97.9 33.1)"
"2018-02-20","493","POINT(-97.8 33.1)"
"2018-02-20","478","POINT(-97.7 33.1)"
"2018-02-20","510","POINT(-97.6 33.1)"
"2018-02-20","528","POINT(-97.5 33.1)"
"2018-02-20","181","POINT(-97.4 33.1)"
"2018-02-20","99","POINT(-97.3 33.1)"
"2018-02-20","66","POINT(-97.2 33.1)"
"2018-02-20","43","POINT(-96.9 33.1)"
"2018-02-20","64","POINT(-96.8 33.1)"
"2018-02-20","161","POINT(-96.7 33.1)"
"2018-02-20","139","POINT(-96.6 33.1)"
"2018-02-20","80","POINT(-96.5 33.1)"
"2018-02-20","23","POINT(-89.7 40.8)"
"2018-02-20","47","POINT(-89.6 40.8)"
"2018-02-20","57","POINT(-89.5 40.8)"
"2018-02-20","35","POINT(-89.4 40.8)"
"2018-02-20","46","POINT(-88.3 40.8)"
"2018-02-20","46","POINT(-88.2 40.8)"
"2018-02-20","25","POINT(-88.1 40.8)"
"2018-02-20","25","POINT(-89 40.9)"
"2018-02-20","37","POINT(-88 40.9)"
"2018-02-20","36","POINT(-90.5 40.7)"
"2018-02-20","52","POINT(-89.8 40.7)"
"2018-02-20","79","POINT(-89.7 40.7)"
"2018-02-20","29","POINT(-89.6 40.7)"
"2018-02-20","29","POINT(-88.5 40.7)"
"2018-02-20","23","POINT(-96.3 40.8)"
"2018-02-20","36","POINT(-88.6 40.6)"
"2018-02-20","29","POINT(-88.5 40.6)"
"2018-02-20","37","POINT(-93.7 40.7)"
"2018-02-20","28","POINT(-92.9 40.7)"
"2018-02-20","48","POINT(-92.4 40.7)"
"2018-02-20","28","POINT(-91.3 40.7)"
"2018-02-20","23","POINT(-93.9 40.6)"
"2018-02-20","26","POINT(-92.6 40.6)"
"2018-02-20","35","POINT(-92.5 40.6)"
"2018-02-20","23","POINT(-90.8 40.6)"
"2018-02-20","29","POINT(-90.1 40.6)"
"2018-02-20","81","POINT(-89.9 40.6)"
"2018-02-20","46","POINT(-89.8 40.6)"
"2018-02-20","432","POINT(-98 32.9)"
"2018-02-20","66","POINT(-97 32.9)"
"2018-02-20","101","POINT(-96 32.9)"
"2018-02-20","39","POINT(-99.4 32.9)"
"2018-02-20","43","POINT(-99.2 32.9)"
"2018-02-20","41","POINT(-98.8 32.9)"
"2018-02-20","164","POINT(-98.7 32.9)"
"2018-02-20","295","POINT(-98.6 32.9)"
"2018-02-20","234","POINT(-98.5 32.9)"
"2018-02-20","251","POINT(-98.4 32.9)"
"2018-02-20","496","POINT(-98.3 32.9)"
"2018-02-20","821","POINT(-98.2 32.9)"
"2018-02-20","495","POINT(-98.1 32.9)"
"2018-02-20","427","POINT(-97.9 32.9)"
"2018-02-20","486","POINT(-97.8 32.9)"
"2018-02-20","713","POINT(-97.7 32.9)"
"2018-02-20","305","POINT(-97.6 32.9)"
"2018-02-20","202","POINT(-97.5 32.9)"
"2018-02-20","175","POINT(-97.4 32.9)"
"2018-02-20","40","POINT(-97.1 32.9)"
"2018-02-20","162","POINT(-96.9 32.9)"
"2018-02-20","320","POINT(-96.8 32.9)"
"2018-02-20","166","POINT(-96.7 32.9)"
"2018-02-20","109","POINT(-96.6 32.9)"
"2018-02-20","220","POINT(-96.5 32.9)"
"2018-02-20","101","POINT(-96.4 32.9)"
"2018-02-20","65","POINT(-96.2 32.9)"
"2018-02-20","142","POINT(-96.1 32.9)"
"2018-02-20","36","POINT(-95.9 32.9)"
"2018-02-20","23","POINT(-95.8 32.9)"
"2018-02-20","45","POINT(-95.7 32.9)"
"2018-02-20","25","POINT(-87.3 40.5)"
"2018-02-20","38","POINT(-94 40.6)"
"2018-02-20","31","POINT(-93 40.6)"
"2018-02-20","26","POINT(-90 40.6)"
"2018-02-20","123","POINT(-96.2 32.7)"
"2018-02-20","188","POINT(-96.1 32.7)"
"2018-02-20","80","POINT(-95.9 32.7)"
"2018-02-20","39","POINT(-95.8 32.7)"
"2018-02-20","316","POINT(-98 32.8)"
"2018-02-20","112","POINT(-97 32.8)"
"2018-02-20","94","POINT(-96 32.8)"
"2018-02-20","56","POINT(-99.5 32.8)"
"2018-02-20","58","POINT(-99.4 32.8)"
"2018-02-20","52","POINT(-99.3 32.8)"
"2018-02-20","40","POINT(-99.2 32.8)"
"2018-02-20","91","POINT(-98.8 32.8)"
"2018-02-20","241","POINT(-98.7 32.8)"
"2018-02-20","153","POINT(-98.6 32.8)"
"2018-02-20","204","POINT(-98.5 32.8)"
"2018-02-20","391","POINT(-98.4 32.8)"
"2018-02-20","750","POINT(-98.3 32.8)"
"2018-02-20","456","POINT(-98.2 32.8)"
"2018-02-20","286","POINT(-98.1 32.8)"
"2018-02-20","256","POINT(-97.9 32.8)"
"2018-02-20","452","POINT(-97.8 32.8)"
"2018-02-20","366","POINT(-97.7 32.8)"
"2018-02-20","186","POINT(-97.6 32.8)"
"2018-02-20","228","POINT(-97.5 32.8)"
"2018-02-20","50","POINT(-97.4 32.8)"
"2018-02-20","50","POINT(-97.1 32.8)"
"2018-02-20","303","POINT(-96.9 32.8)"
"2018-02-20","234","POINT(-96.8 32.8)"
"2018-02-20","235","POINT(-96.7 32.8)"
"2018-02-20","234","POINT(-96.6 32.8)"
"2018-02-20","98","POINT(-96.5 32.8)"
"2018-02-20","66","POINT(-96.3 32.8)"
"2018-02-20","102","POINT(-96.2 32.8)"
"2018-02-20","77","POINT(-96.1 32.8)"
"2018-02-20","64","POINT(-95.9 32.8)"
"2018-02-20","85","POINT(-95.8 32.8)"
"2018-02-20","118","POINT(-98.1 32.6)"
"2018-02-20","343","POINT(-97.9 32.6)"
"2018-02-20","348","POINT(-97.8 32.6)"
"2018-02-20","180","POINT(-97.7 32.6)"
"2018-02-20","64","POINT(-97.6 32.6)"
"2018-02-20","57","POINT(-97.5 32.6)"
"2018-02-20","93","POINT(-97.4 32.6)"
"2018-02-20","54","POINT(-97.3 32.6)"
"2018-02-20","235","POINT(-97.2 32.6)"
"2018-02-20","149","POINT(-97.1 32.6)"
"2018-02-20","178","POINT(-96.9 32.6)"
"2018-02-20","186","POINT(-96.8 32.6)"
"2018-02-20","133","POINT(-96.7 32.6)"
"2018-02-20","46","POINT(-96.6 32.6)"
"2018-02-20","40","POINT(-96.5 32.6)"
"2018-02-20","64","POINT(-96.4 32.6)"
"2018-02-20","105","POINT(-96.3 32.6)"
"2018-02-20","162","POINT(-96.2 32.6)"
"2018-02-20","182","POINT(-96.1 32.6)"
"2018-02-20","83","POINT(-95.9 32.6)"
"2018-02-20","195","POINT(-98 32.7)"
"2018-02-20","258","POINT(-97 32.7)"
"2018-02-20","84","POINT(-96 32.7)"
"2018-02-20","39","POINT(-99.3 32.7)"
"2018-02-20","81","POINT(-98.9 32.7)"
"2018-02-20","200","POINT(-98.8 32.7)"
"2018-02-20","172","POINT(-98.7 32.7)"
"2018-02-20","187","POINT(-98.6 32.7)"
"2018-02-20","369","POINT(-98.5 32.7)"
"2018-02-20","729","POINT(-98.4 32.7)"
"2018-02-20","318","POINT(-98.3 32.7)"
"2018-02-20","197","POINT(-98.2 32.7)"
"2018-02-20","99","POINT(-98.1 32.7)"
"2018-02-20","285","POINT(-97.9 32.7)"
"2018-02-20","402","POINT(-97.8 32.7)"
"2018-02-20","292","POINT(-97.7 32.7)"
"2018-02-20","137","POINT(-97.6 32.7)"
"2018-02-20","57","POINT(-97.5 32.7)"
"2018-02-20","57","POINT(-97.4 32.7)"
"2018-02-20","28","POINT(-97.3 32.7)"
"2018-02-20","87","POINT(-97.2 32.7)"
"2018-02-20","118","POINT(-97.1 32.7)"
"2018-02-20","335","POINT(-96.9 32.7)"
"2018-02-20","201","POINT(-96.8 32.7)"
"2018-02-20","253","POINT(-96.7 32.7)"
"2018-02-20","111","POINT(-96.6 32.7)"
"2018-02-20","33","POINT(-96.5 32.7)"
"2018-02-20","86","POINT(-96.3 32.7)"
"2018-02-20","45","POINT(-99.7 32.5)"
"2018-02-20","99","POINT(-99.1 32.5)"
"2018-02-20","103","POINT(-98.9 32.5)"
"2018-02-20","96","POINT(-98.8 32.5)"
"2018-02-20","407","POINT(-98.7 32.5)"
"2018-02-20","728","POINT(-98.6 32.5)"
"2018-02-20","279","POINT(-98.5 32.5)"
"2018-02-20","70","POINT(-98.4 32.5)"
"2018-02-20","32","POINT(-98.3 32.5)"
"2018-02-20","85","POINT(-98.2 32.5)"
"2018-02-20","277","POINT(-98.1 32.5)"
"2018-02-20","452","POINT(-97.9 32.5)"
"2018-02-20","196","POINT(-97.8 32.5)"
"2018-02-20","173","POINT(-97.7 32.5)"
"2018-02-20","96","POINT(-97.6 32.5)"
"2018-02-20","136","POINT(-97.5 32.5)"
"2018-02-20","53","POINT(-97.4 32.5)"
"2018-02-20","135","POINT(-97.3 32.5)"
"2018-02-20","134","POINT(-97.2 32.5)"
"2018-02-20","219","POINT(-97.1 32.5)"
"2018-02-20","247","POINT(-96.9 32.5)"
"2018-02-20","154","POINT(-96.8 32.5)"
"2018-02-20","52","POINT(-96.7 32.5)"
"2018-02-20","80","POINT(-96.6 32.5)"
"2018-02-20","116","POINT(-96.5 32.5)"
"2018-02-20","138","POINT(-96.4 32.5)"
"2018-02-20","215","POINT(-96.3 32.5)"
"2018-02-20","185","POINT(-96.2 32.5)"
"2018-02-20","117","POINT(-96.1 32.5)"
"2018-02-20","28","POINT(-95.9 32.5)"
"2018-02-20","71","POINT(-99 32.6)"
"2018-02-20","280","POINT(-98 32.6)"
"2018-02-20","286","POINT(-97 32.6)"
"2018-02-20","92","POINT(-96 32.6)"
"2018-02-20","80","POINT(-98.9 32.6)"
"2018-02-20","151","POINT(-98.8 32.6)"
